"customer_id","aov","num_purchases","club_member_status","fashion_news_frequency","avg_age","Shoes & Socks","Blouses, Tops & Shirts","Hoodies & Outerwear","Skirts, Shorts & Tights","Swimwear","Trousers","Knitwear","T-shirts","Nightwear","Underwear","Accessories","Dresses, Jumpsuits & Sets"
6869,0.0220169491525423,1,"ACTIVE","NONE",23,0,0,0,0,0,0,1,0,0,0,0,0
6870,0.00845762711864405,2,"ACTIVE","NONE",31,0,1,0,0,0,0,0,0,0,0,1,0
6871,0.0338728813559322,4,"ACTIVE","NONE",52,0,0,0,1,0,2,0,0,0,0,0,1
6872,0.0361271186440678,2,"ACTIVE","NONE",63,0,1,0,1,0,0,0,0,0,0,0,0
6873,0.0169322033898305,1,"ACTIVE","Regularly",20,0,0,0,0,0,0,1,0,0,0,0,0
6874,0.0254067796610169,1,"ACTIVE","NONE",53,0,1,0,0,0,0,0,0,0,0,0,0
6875,0.0143898305084745,1,"ACTIVE","NONE",23,0,0,0,0,1,0,0,0,0,0,0,0
6876,0.0423559322033897,2,"ACTIVE","NONE",58,0,1,0,0,0,1,0,0,0,0,0,0
6877,0.0067627118644067,2,"ACTIVE","NONE",26,0,0,2,0,0,0,0,0,0,0,0,0
6878,0.0338813559322033,1,"ACTIVE","Regularly",30,0,1,0,0,0,0,0,0,0,0,0,0
6879,0.0283728813559322,2,"ACTIVE","NONE",25,0,0,0,0,0,2,0,0,0,0,0,0
6880,0.0169322033898305,1,"ACTIVE","NONE",20,0,0,0,1,0,0,0,0,0,0,0,0
6881,0.0169322033898305,1,"ACTIVE","Regularly",49,0,1,0,0,0,0,0,0,0,0,0,0
6882,0.0245593220338982,2,"ACTIVE","NONE",34,0,0,0,0,0,2,0,0,0,0,0,0
6883,0.0169322033898305,1,"ACTIVE","NONE",25,1,0,0,0,0,0,0,0,0,0,0,0
6884,0.0423559322033898,1,"ACTIVE","Regularly",54,0,0,0,0,0,0,1,0,0,0,0,0
6885,0.0423559322033898,1,"ACTIVE","NONE",47,0,0,0,0,0,0,1,0,0,0,0,0
6886,0.0254067796610169,1,"ACTIVE","Regularly",54,0,0,0,0,0,1,0,0,0,0,0,0
6887,0.0237118644067796,2,"ACTIVE","NONE",23,0,0,0,0,2,0,0,0,0,0,0,0
6888,0.0300677966101695,2,"ACTIVE","NONE",24,0,0,0,0,0,0,1,0,0,0,1,0
6889,0.0282966101694915,6,"ACTIVE","NONE",48,0,1,0,2,0,1,0,0,1,0,1,0
6890,0.0114237288135593,2,"ACTIVE","NONE",18,0,0,0,0,0,0,0,2,0,0,0,0
6891,0.0245762711864406,1,"ACTIVE","NONE",28,0,0,0,0,0,0,0,0,0,0,0,1
6892,0.0316214689265536,3,"ACTIVE","NONE",42,2,0,0,0,0,0,0,0,0,0,0,1
6893,0.0135423728813559,4,"ACTIVE","NONE",29,0,0,0,2,0,0,0,0,2,0,0,0
6894,0.0198135593220338,1,"ACTIVE","NONE",17,0,0,0,0,1,0,0,0,0,0,0,0
6895,0.0152372881355932,2,"ACTIVE","NONE",30,2,0,0,0,0,0,0,0,0,0,0,0
6896,0.0076101694915254,3,"ACTIVE","Regularly",29,0,0,0,0,0,0,0,3,0,0,0,0
6897,0.0169322033898305,1,"ACTIVE","NONE",18,0,0,0,0,0,0,1,0,0,0,0,0
6898,0.0218286252354048,9,"ACTIVE","Regularly",20,0,0,0,0,0,4,1,4,0,0,0,0
6899,0.008457627118644,3,"ACTIVE","Regularly",22,0,0,0,0,0,0,0,3,0,0,0,0
6900,0.0101525423728813,1,"PRE-CREATE","NONE",34,1,0,0,0,0,0,0,0,0,0,0,0
6901,0.0126101694915254,4,"ACTIVE","Regularly",24,0,0,1,0,0,1,0,0,0,1,0,1
6902,0.00694067796610165,2,"ACTIVE","Regularly",32,0,0,0,0,0,0,0,0,0,2,0,0
6903,0.0333163841807909,3,"ACTIVE","Regularly",21,0,0,0,1,0,1,0,0,0,0,1,0
6904,0.0338813559322033,1,"ACTIVE","Regularly",32,0,0,1,0,0,0,0,0,0,0,0,0
6905,0.016367231638418,3,"ACTIVE","Regularly",51,0,0,0,0,0,0,0,1,1,1,0,0
6906,0.0254067796610169,1,"ACTIVE","NONE",46,0,0,0,0,0,1,0,0,0,0,0,0
6907,0.0143926553672316,6,"ACTIVE","NONE",26,2,0,0,4,0,0,0,0,0,0,0,0
6908,0.0271016949152542,1,"ACTIVE","Regularly",55,0,0,0,0,0,0,0,0,0,0,0,1
6909,0.0338813559322033,1,"ACTIVE","Regularly",58,0,0,0,0,0,0,1,0,0,0,0,0
6910,0.0267062146892655,6,"ACTIVE","Regularly",61,1,1,0,0,0,3,0,1,0,0,0,0
6911,0.0338813559322033,2,"ACTIVE","NONE",23,0,0,0,0,0,1,0,0,0,0,0,1
6912,0.008457627118644,1,"ACTIVE","NONE",19,0,0,0,0,0,0,0,1,0,0,0,0
6913,0.0169322033898305,2,"ACTIVE","NONE",34,0,1,0,0,0,0,0,0,0,1,0,0
6914,0.0423559322033898,1,"ACTIVE","NONE",54,0,0,0,0,0,0,1,0,0,0,0,0
6915,0.020322033898305,3,"ACTIVE","Regularly",27,0,0,0,0,0,0,1,2,0,0,0,0
6916,0.0317627118644067,4,"ACTIVE","Regularly",24,0,0,0,1,1,1,1,0,0,0,0,0
6917,0.022864406779661,1,"ACTIVE","NONE",64,0,0,0,0,0,0,1,0,0,0,0,0
6918,0.0190677966101694,5,"ACTIVE","NONE",18,0,0,0,0,0,0,2,0,0,0,3,0
6919,0.0237118644067796,1,"ACTIVE","Regularly",21,0,0,0,0,0,0,0,0,0,0,0,1
6920,0.0245593220338983,2,"ACTIVE","Regularly",23,0,1,0,0,0,0,1,0,0,0,0,0
6921,0.0254067796610169,2,"ACTIVE","Regularly",21,0,0,0,0,1,1,0,0,0,0,0,0
6922,0.0107175141242937,3,"ACTIVE","Regularly",54,0,0,1,0,0,0,0,1,0,0,1,0
6923,0.0254067796610169,1,"ACTIVE","NONE",52,0,0,0,0,0,0,1,0,0,0,0,0
6924,0.0304915254237288,1,"ACTIVE","NONE",47,0,0,0,0,1,0,0,0,0,0,0,0
6925,0.0118474576271186,1,"PRE-CREATE","NONE",19,0,0,0,0,0,0,0,1,0,0,0,0
6926,0.0114237288135592,2,"ACTIVE","NONE",66,0,0,0,0,0,1,0,1,0,0,0,0
6927,0.0237118644067796,2,"ACTIVE","Regularly",23,0,0,1,0,0,0,0,1,0,0,0,0
6928,0.0317627118644067,4,"ACTIVE","Regularly",51,0,2,0,0,0,0,0,1,0,0,0,1
6929,0.0190451977401129,3,"ACTIVE","NONE",38,0,0,0,0,0,0,1,0,0,1,1,0
6930,0.0259830508474575,9,"ACTIVE","NONE",51,0,0,0,0,4,5,0,0,0,0,0,0
6931,0.0338813559322033,1,"ACTIVE","Regularly",18,0,0,0,0,0,1,0,0,0,0,0,0
6932,0.0067627118644067,1,"ACTIVE","NONE",52,0,0,1,0,0,0,0,0,0,0,0,0
6933,0.0203220338983051,2,"ACTIVE","Regularly",52,0,0,0,0,0,0,0,1,0,0,0,1
6934,0.0206489104116222,21,"ACTIVE","NONE",23,0,3,5,1,3,0,0,8,0,0,0,1
6935,0.0220169491525424,2,"ACTIVE","Regularly",31,0,0,0,0,0,0,1,0,1,0,0,0
6936,0.0169322033898305,1,"ACTIVE","NONE",31,0,0,1,0,0,0,0,0,0,0,0,0
6937,0.0388677966101695,5,"ACTIVE","NONE",27,0,0,1,0,0,3,0,0,0,1,0,0
6938,0.0277966101694915,3,"ACTIVE","Regularly",64,0,2,0,1,0,0,0,0,0,0,0,0
6939,0.0169322033898305,1,"ACTIVE","NONE",53,0,0,0,0,0,0,1,0,0,0,0,0
6940,0.0338813559322033,1,"ACTIVE","NONE",20,0,0,0,0,0,1,0,0,0,0,0,0
6941,0.0296440677966101,2,"ACTIVE","NONE",50,0,0,1,0,0,0,1,0,0,0,0,0
6942,0.0167754237288135,4,"ACTIVE","NONE",50,0,1,0,0,0,1,2,0,0,0,0,0
6943,0.0203220338983051,5,"ACTIVE","NONE",27,1,0,1,0,0,0,0,0,1,0,0,2
6944,0.0406610169491525,5,"ACTIVE","NONE",58,0,0,0,0,1,4,0,0,0,0,0,0
6945,0.0293389830508474,7,"ACTIVE","Regularly",25,0,0,1,0,1,1,0,0,0,1,1,2
6946,0.0220169491525423,1,"ACTIVE","Regularly",29,0,0,0,0,0,0,0,0,0,1,0,0
6947,0.0338813559322033,1,"ACTIVE","NONE",27,0,0,0,0,0,1,0,0,0,0,0,0
6948,0.0169322033898305,1,"ACTIVE","NONE",34,0,1,0,0,0,0,0,0,0,0,0,0
6949,0.020364406779661,6,"ACTIVE","NONE",24,0,0,0,1,0,4,0,0,0,1,0,0
6950,0.0169322033898305,1,"ACTIVE","Regularly",20,0,0,0,0,0,0,0,0,0,1,0,0
6951,0.0347288135593219,2,"ACTIVE","Regularly",42,0,0,0,0,0,2,0,0,0,0,0,0
6952,0.0332033898305084,5,"ACTIVE","NONE",31,0,1,0,0,0,0,1,0,0,1,0,2
6953,0.0169322033898305,1,"ACTIVE","NONE",24,1,0,0,0,0,0,0,0,0,0,0,0
6954,0.008457627118644,2,"ACTIVE","NONE",41,0,0,0,0,0,0,0,2,0,0,0,0
6955,0.0304915254237288,2,"ACTIVE","NONE",24,0,0,0,0,0,2,0,0,0,0,0,0
6956,0.0254067796610169,1,"ACTIVE","NONE",19,0,0,0,0,0,1,0,0,0,0,0,0
6957,0.0313389830508474,2,"ACTIVE","NONE",27,0,1,1,0,0,0,0,0,0,0,0,0
6958,0.0126497175141243,3,"ACTIVE","NONE",34,0,0,0,0,0,0,1,2,0,0,0,0
6959,0.0152372881355932,1,"ACTIVE","NONE",28,0,0,0,0,0,0,0,0,0,1,0,0
6960,0.0338813559322033,1,"ACTIVE","NONE",19,0,0,1,0,0,0,0,0,0,0,0,0
6961,0.0169322033898305,1,"ACTIVE","NONE",22,0,0,0,0,0,0,0,1,0,0,0,0
6962,0.0169322033898305,1,"ACTIVE","NONE",30,0,0,1,0,0,0,0,0,0,0,0,0
6963,0.0190790960451977,3,"ACTIVE","NONE",25,0,0,0,0,0,0,0,0,0,3,0,0
6964,0.030774011299435,3,"ACTIVE","Regularly",65,0,2,0,0,0,0,0,0,0,0,0,1
6965,0.0258523002421307,7,"ACTIVE","Regularly",21,0,0,0,3,1,0,2,0,0,0,0,1
6966,0.0154135593220339,5,"ACTIVE","Regularly",43,2,1,0,1,0,0,0,0,1,0,0,0
6967,0.0152372881355932,1,"ACTIVE","NONE",22,0,0,0,1,0,0,0,0,0,0,0,0
6968,0.0304915254237288,1,"ACTIVE","Regularly",18,0,0,0,0,0,1,0,0,0,0,0,0
6969,0.0206930320150659,9,"ACTIVE","NONE",31,1,0,0,3,0,0,1,1,1,2,0,0
6970,0.0508305084745762,1,"ACTIVE","NONE",22,0,0,0,0,0,0,0,0,0,0,0,1
6971,0.0338813559322033,1,"ACTIVE","Regularly",28,0,0,0,0,0,0,0,0,0,1,0,0
6972,0.0169322033898305,1,"PRE-CREATE","NONE",33,0,0,0,0,0,0,0,0,0,1,0,0
6973,0.0279957627118644,4,"ACTIVE","Regularly",22,0,0,0,0,0,3,0,0,0,1,0,0
6974,0.0169322033898305,1,"ACTIVE","Regularly",45,0,0,0,0,1,0,0,0,0,0,0,0
6975,0.046956416464891,7,"ACTIVE","NONE",27,3,0,2,0,0,1,0,0,0,1,0,0
6976,0.0304915254237288,2,"ACTIVE","NONE",21,0,1,0,0,0,1,0,0,0,0,0,0
6977,0.022864406779661,1,"ACTIVE","NONE",19,0,0,0,0,0,0,0,0,0,0,1,0
6978,0.0237118644067796,9,"ACTIVE","NONE",26,0,0,3,0,2,0,0,0,0,4,0,0
6979,0.0191920903954802,3,"PRE-CREATE","NONE",47,0,0,0,0,2,0,0,0,0,0,1,0
6980,0.0152372881355932,1,"ACTIVE","NONE",41,1,0,0,0,0,0,0,0,0,0,0,0
6981,0.0272590799031476,7,"ACTIVE","NONE",36,1,1,1,1,0,1,0,1,0,1,0,0
6982,0.0338813559322033,1,"ACTIVE","NONE",28,0,0,1,0,0,0,0,0,0,0,0,0
6983,0.0296440677966101,2,"ACTIVE","NONE",20,0,0,0,0,0,0,0,0,0,0,1,1
6984,0.0172687651331719,7,"ACTIVE","Regularly",24,0,1,0,0,1,0,0,2,0,3,0,0
6985,0.0169322033898305,1,"ACTIVE","NONE",23,0,0,0,1,0,0,0,0,0,0,0,0
6986,0.0677796610169491,2,"ACTIVE","Regularly",35,0,1,1,0,0,0,0,0,0,0,0,0
6987,0.0423559322033898,1,"ACTIVE","NONE",26,0,0,0,0,0,1,0,0,0,0,0,0
6988,0.0135423728813559,2,"ACTIVE","NONE",50,2,0,0,0,0,0,0,0,0,0,0,0
6989,0.0338813559322034,2,"ACTIVE","NONE",42,0,0,0,0,0,1,1,0,0,0,0,0
6990,0.0254067796610169,1,"ACTIVE","NONE",24,0,0,0,0,0,0,1,0,0,0,0,0
6991,0.0118474576271186,1,"ACTIVE","NONE",30,0,0,1,0,0,0,0,0,0,0,0,0
6992,0.0101525423728813,1,"ACTIVE","NONE",25,0,0,0,0,0,0,0,0,0,1,0,0
6993,0.0254067796610169,1,"ACTIVE","Regularly",49,0,0,0,0,0,0,1,0,0,0,0,0
6994,0.0112881355932203,3,"ACTIVE","NONE",27,0,0,0,3,0,0,0,0,0,0,0,0
6995,0.0271016949152542,1,"ACTIVE","NONE",27,0,1,0,0,0,0,0,0,0,0,0,0
6996,0.0338813559322034,2,"ACTIVE","NONE",47,0,0,0,0,0,1,0,1,0,0,0,0
6997,0.022864406779661,1,"ACTIVE","NONE",24,0,1,0,0,0,0,0,0,0,0,0,0
6998,0.0116779661016949,4,"ACTIVE","Regularly",59,0,0,0,0,0,0,0,4,0,0,0,0
6999,0.0364237288135593,2,"ACTIVE","NONE",24,0,0,1,0,0,0,0,0,0,0,0,1
7000,0.0254067796610169,1,"ACTIVE","NONE",29,0,0,0,0,0,0,0,0,0,1,0,0
7001,0.0171355932203389,1,"ACTIVE","Regularly",47,0,0,0,1,0,0,0,0,0,0,0,0
7002,0.0211694915254237,2,"ACTIVE","Regularly",24,0,0,0,0,2,0,0,0,0,0,0,0
7003,0.0243898305084745,2,"ACTIVE","NONE",23,0,0,0,0,2,0,0,0,0,0,0,0
7004,0.0169322033898305,1,"ACTIVE","NONE",20,0,0,0,0,0,0,1,0,0,0,0,0
7005,0.0365447941888619,7,"ACTIVE","NONE",56,0,1,2,1,0,2,0,0,0,1,0,0
7006,0.0254067796610169,1,"ACTIVE","Regularly",32,0,0,0,0,0,1,0,0,0,0,0,0
7007,0.0338813559322033,1,"ACTIVE","Regularly",54,0,0,0,0,0,1,0,0,0,0,0,0
7008,0.0081864406779661,1,"ACTIVE","NONE",41,0,0,0,0,0,0,0,1,0,0,0,0
7009,0.0254067796610169,2,"ACTIVE","Regularly",18,0,0,0,0,0,1,0,0,0,1,0,0
7010,0.0067627118644067,1,"ACTIVE","NONE",20,0,0,1,0,0,0,0,0,0,0,0,0
7011,0.0135423728813559,1,"ACTIVE","Regularly",21,0,0,0,0,0,0,0,1,0,0,0,0
7012,0.0423559322033898,1,"ACTIVE","Regularly",55,0,0,0,0,0,0,0,0,0,0,0,1
7013,0.0211694915254237,2,"ACTIVE","NONE",28,0,2,0,0,0,0,0,0,0,0,0,0
7014,0.0254067796610169,2,"ACTIVE","NONE",25,0,0,0,0,2,0,0,0,0,0,0,0
7015,0.028457627118644,5,"ACTIVE","Regularly",24,2,0,1,0,1,0,1,0,0,0,0,0
7016,0.022864406779661,2,"ACTIVE","NONE",46,0,0,0,0,0,1,0,0,0,0,0,1
7017,0.0135423728813559,1,"ACTIVE","NONE",24,1,0,0,0,0,0,0,0,0,0,0,0
7018,0.0169322033898305,1,"ACTIVE","Regularly",22,1,0,0,0,0,0,0,0,0,0,0,0
7019,0.0169322033898305,1,"ACTIVE","NONE",34,0,1,0,0,0,0,0,0,0,0,0,0
7020,0.0316567796610169,8,"ACTIVE","NONE",29,0,0,2,0,0,3,0,1,0,2,0,0
7021,0.0254067796610169,1,"ACTIVE","NONE",50,0,0,0,0,0,0,1,0,0,0,0,0
7022,0.0287344632768361,3,"ACTIVE","Regularly",21,0,0,0,1,0,1,0,0,0,0,1,0
7023,0.0149406779661016,2,"ACTIVE","NONE",51,0,1,0,0,0,0,0,1,0,0,0,0
7024,0.0169322033898305,2,"ACTIVE","NONE",29,0,0,0,0,0,0,0,1,0,1,0,0
7025,0.0381186440677966,6,"ACTIVE","NONE",60,0,0,1,0,0,2,0,1,0,0,0,2
7026,0.0432033898305084,2,"ACTIVE","NONE",53,0,0,0,0,0,0,0,0,0,0,0,2
7027,0.0330423728813559,4,"ACTIVE","NONE",29,0,2,0,0,0,2,0,0,0,0,0,0
7028,0.0236427640156453,13,"ACTIVE","NONE",22,0,2,0,0,0,7,0,4,0,0,0,0
7029,0.028731234866828,7,"ACTIVE","NONE",27,0,1,1,0,0,2,1,0,0,0,0,2
7030,0.0223559322033898,2,"ACTIVE","Regularly",22,0,1,1,0,0,0,0,0,0,0,0,0
7031,0.0182033898305085,2,"ACTIVE","Regularly",21,1,1,0,0,0,0,0,0,0,0,0,0
7032,0.0101525423728813,2,"ACTIVE","NONE",30,0,0,0,0,0,0,0,0,0,2,0,0
7033,0.0304915254237288,1,"ACTIVE","NONE",19,0,0,0,0,0,1,0,0,0,0,0,0
7034,0.0236610169491525,1,"ACTIVE","NONE",46,1,0,0,0,0,0,0,0,0,0,0,0
7035,0.0353502824858757,3,"ACTIVE","NONE",26,0,1,0,0,0,0,0,0,0,2,0,0
7036,0.0304915254237288,1,"ACTIVE","NONE",19,0,0,0,0,0,1,0,0,0,0,0,0
7037,0.0304915254237288,1,"ACTIVE","NONE",40,0,0,0,0,0,0,0,0,0,1,0,0
7038,0.0101525423728813,1,"ACTIVE","NONE",26,0,0,0,0,0,0,0,0,0,1,0,0
7039,0.0254067796610169,1,"ACTIVE","NONE",42,0,0,0,0,0,0,0,0,1,0,0,0
7040,0.0101525423728813,1,"ACTIVE","NONE",25,0,0,0,0,0,0,0,0,0,1,0,0
7041,0.0152372881355932,2,"ACTIVE","NONE",20,0,0,2,0,0,0,0,0,0,0,0,0
7042,0.00939924670433139,9,"ACTIVE","NONE",25,0,0,0,0,0,0,0,4,0,5,0,0
7043,0.0169322033898305,2,"ACTIVE","NONE",24,0,0,0,0,0,0,1,0,0,1,0,0
7044,0.0209152542372881,2,"ACTIVE","Regularly",21,0,0,0,0,2,0,0,0,0,0,0,0
7045,0.0338813559322033,1,"ACTIVE","NONE",50,0,0,1,0,0,0,0,0,0,0,0,0
7046,0.0067627118644067,1,"ACTIVE","Regularly",28,0,0,0,0,0,0,0,0,0,0,1,0
7047,0.0317457627118644,1,"ACTIVE","NONE",51,0,0,0,1,0,0,0,0,0,0,0,0
7048,0.0101525423728813,1,"ACTIVE","NONE",29,0,0,0,0,0,0,0,0,0,0,1,0
7049,0.0252627118644068,4,"ACTIVE","NONE",25,0,0,0,0,3,0,0,0,0,1,0,0
7050,0.0315389830508474,5,"ACTIVE","Regularly",24,1,0,0,0,0,3,0,0,0,0,0,1
7051,0.0196440677966101,5,"ACTIVE","NONE",38,0,0,0,0,4,0,0,0,0,1,0,0
7052,0.0254067796610169,1,"ACTIVE","NONE",33,0,0,0,0,0,0,0,0,0,1,0,0
7053,0.0313239171374764,9,"ACTIVE","NONE",23,0,1,2,0,0,2,0,2,0,0,0,2
7054,0.0381186440677966,1,"ACTIVE","NONE",21,0,0,0,0,0,0,0,0,1,0,0,0
7055,0.0248361581920904,3,"ACTIVE","NONE",25,0,0,0,0,2,0,0,0,0,0,0,1
7056,0.0135423728813559,2,"ACTIVE","NONE",48,0,0,0,0,0,0,0,0,0,2,0,0
7057,0.0423559322033898,1,"ACTIVE","NONE",26,0,0,0,0,0,1,0,0,0,0,0,0
7058,0.0193050847457627,5,"ACTIVE","NONE",21,0,0,1,0,2,0,2,0,0,0,0,0
7059,0.0254067796610169,1,"ACTIVE","Regularly",38,0,0,0,0,0,0,0,0,0,1,0,0
7060,0.0191920903954802,3,"ACTIVE","Regularly",25,0,0,1,0,0,0,1,0,0,1,0,0
7061,0.0250077041602465,11,"ACTIVE","Regularly",26,2,0,1,0,0,0,2,2,0,0,0,4
7062,0.0338813559322033,1,"ACTIVE","Regularly",27,0,0,1,0,0,0,0,0,0,0,0,0
7063,0.0144463276836158,9,"ACTIVE","NONE",47,8,1,0,0,0,0,0,0,0,0,0,0
7064,0.0118474576271186,1,"ACTIVE","Regularly",63,0,0,1,0,0,0,0,0,0,0,0,0
7065,0.0135423728813559,1,"ACTIVE","NONE",40,0,0,0,0,1,0,0,0,0,0,0,0
7066,0.0304915254237288,1,"ACTIVE","Regularly",56,1,0,0,0,0,0,0,0,0,0,0,0
7067,0.0338813559322033,1,"ACTIVE","Regularly",23,0,0,0,0,0,1,0,0,0,0,0,0
7068,0.0266779661016949,4,"ACTIVE","NONE",26,0,0,0,0,0,3,0,0,0,1,0,0
7069,0.0169322033898305,1,"ACTIVE","NONE",21,0,0,0,0,0,0,0,0,0,1,0,0
7070,0.0254067796610169,1,"ACTIVE","NONE",26,0,0,0,0,1,0,0,0,0,0,0,0
7071,0.0230338983050847,1,"ACTIVE","NONE",22,0,0,0,0,0,1,0,0,0,0,0,0
7072,0.0033728813559322,1,"ACTIVE","NONE",22,0,0,0,0,0,0,0,0,0,0,1,0
7073,0.0491694915254237,1,"ACTIVE","NONE",52,0,0,0,0,0,1,0,0,0,0,0,0
7074,0.0248418079096045,3,"ACTIVE","NONE",27,0,0,2,0,0,0,0,1,0,0,0,0
7075,0.0177796610169491,2,"ACTIVE","NONE",25,0,0,0,1,1,0,0,0,0,0,0,0
7076,0.0338813559322033,2,"ACTIVE","NONE",22,0,0,0,0,0,2,0,0,0,0,0,0
7077,0.0254067796610169,1,"ACTIVE","NONE",37,0,0,0,0,0,1,0,0,0,0,0,0
7078,0.0135423728813559,1,"ACTIVE","NONE",23,1,0,0,0,0,0,0,0,0,0,0,0
7079,0.0118474576271186,1,"ACTIVE","Regularly",62,0,0,1,0,0,0,0,0,0,0,0,0
7080,0.0338813559322033,1,"ACTIVE","Regularly",38,0,0,0,0,0,0,0,0,0,0,0,1
7081,0.0254067796610169,2,"ACTIVE","NONE",49,0,0,0,0,0,2,0,0,0,0,0,0
7082,0.0720169491525423,2,"ACTIVE","NONE",36,0,0,1,0,0,0,0,0,0,1,0,0
7083,0.0112457627118643,2,"ACTIVE","NONE",32,0,1,0,1,0,0,0,0,0,0,0,0
7084,0.0169322033898305,1,"ACTIVE","NONE",49,0,1,0,0,0,0,0,0,0,0,0,0
7085,0.0135423728813559,1,"ACTIVE","Regularly",30,0,0,0,1,0,0,0,0,0,0,0,0
7086,0.0508305084745762,1,"ACTIVE","Regularly",48,0,0,0,1,0,0,0,0,0,0,0,0
7087,0.008457627118644,1,"ACTIVE","Regularly",41,0,0,0,0,0,0,0,1,0,0,0,0
7088,0.0314449152542373,4,"ACTIVE","NONE",33,0,0,0,0,0,1,1,0,0,1,1,0
7089,0.0254067796610169,1,"ACTIVE","Regularly",58,0,0,1,0,0,0,0,0,0,0,0,0
7090,0.0313389830508474,2,"ACTIVE","Regularly",25,0,0,2,0,0,0,0,0,0,0,0,0
7091,0.0338813559322033,1,"ACTIVE","NONE",27,0,0,0,0,0,1,0,0,0,0,0,0
7092,0.0344322033898304,6,"ACTIVE","NONE",24,0,0,0,0,2,1,0,0,0,1,0,2
7093,0.0033728813559322,1,"ACTIVE","NONE",42,0,0,1,0,0,0,0,0,0,0,0,0
7094,0.022864406779661,1,"ACTIVE","NONE",62,0,0,0,0,0,1,0,0,0,0,0,0
7095,0.0423559322033898,2,"ACTIVE","NONE",26,0,0,0,0,0,0,0,0,0,0,0,2
7096,0.0169322033898305,1,"ACTIVE","NONE",24,0,0,0,0,0,0,0,0,1,0,0,0
7097,0.0067627118644067,1,"ACTIVE","Regularly",21,0,0,1,0,0,0,0,0,0,0,0,0
7098,0.0067627118644067,2,"PRE-CREATE","NONE",49,0,0,2,0,0,0,0,0,0,0,0,0
7099,0.0160847457627118,2,"ACTIVE","Regularly",22,0,1,0,1,0,0,0,0,0,0,0,0
7100,0.0423559322033898,1,"ACTIVE","NONE",30,0,0,0,1,0,0,0,0,0,0,0,0
7101,0.0304915254237288,2,"ACTIVE","NONE",23,0,0,0,0,0,2,0,0,0,0,0,0
7102,0.0211694915254237,2,"ACTIVE","NONE",24,0,0,0,0,0,1,0,0,0,0,1,0
7103,0.019343220338983,4,"ACTIVE","Regularly",22,0,3,0,0,0,0,0,0,0,0,0,1
7104,0.0126101694915254,1,"ACTIVE","NONE",24,0,0,0,0,0,0,0,1,0,0,0,0
7105,0.0152372881355932,1,"ACTIVE","Regularly",33,0,0,0,0,0,0,0,0,0,1,0,0
7106,0.0147360774818402,7,"ACTIVE","Regularly",27,0,0,0,0,0,0,0,6,0,1,0,0
7107,0.0182881355932203,4,"ACTIVE","Regularly",35,0,2,1,0,0,1,0,0,0,0,0,0
7108,0.0169322033898305,1,"PRE-CREATE","NONE",47,0,0,0,0,0,0,0,0,0,1,0,0
7109,0.0254067796610169,2,"ACTIVE","NONE",25,0,0,0,2,0,0,0,0,0,0,0,0
7110,0.0194830508474576,4,"ACTIVE","Regularly",22,0,0,0,0,1,1,0,0,0,0,2,0
7111,0.0289279661016949,4,"ACTIVE","Regularly",34,0,0,0,0,0,2,0,2,0,0,0,0
7112,0.0101525423728813,2,"ACTIVE","NONE",41,0,0,2,0,0,0,0,0,0,0,0,0
7113,0.0304915254237288,1,"ACTIVE","Regularly",61,0,0,0,0,0,0,0,0,0,0,0,1
7114,0.0224406779661016,4,"ACTIVE","NONE",22,0,0,0,0,0,1,1,0,0,1,1,0
7115,0.00761016949152535,2,"ACTIVE","Regularly",48,0,0,1,0,0,0,0,1,0,0,0,0
7116,0.0158022598870056,3,"ACTIVE","NONE",23,0,0,1,0,0,0,0,0,0,2,0,0
7117,0.013322033898305,1,"ACTIVE","NONE",27,0,0,0,0,0,0,0,1,0,0,0,0
7118,0.0413686440677966,4,"ACTIVE","Regularly",29,0,0,1,0,0,0,0,0,0,3,0,0
7119,0.0304915254237288,1,"ACTIVE","Regularly",41,0,0,0,0,0,1,0,0,0,0,0,0
7120,0.0237118644067796,2,"ACTIVE","Regularly",27,0,1,0,0,0,1,0,0,0,0,0,0
7121,0.0508305084745762,1,"ACTIVE","NONE",57,0,0,1,0,0,0,0,0,0,0,0,0
7122,0.0122090395480225,3,"ACTIVE","Regularly",49,0,0,0,1,0,0,0,0,0,2,0,0
7123,0.0190508474576271,4,"ACTIVE","Regularly",29,1,0,0,0,0,0,0,0,0,2,1,0
7124,0.0324067796610169,1,"ACTIVE","Regularly",35,0,0,0,0,0,0,0,0,0,0,0,1
7125,0.0338813559322033,1,"ACTIVE","Regularly",22,0,0,0,0,0,0,1,0,0,0,0,0
7126,0.0311694915254237,1,"ACTIVE","NONE",25,0,1,0,0,0,0,0,0,0,0,0,0
7127,0.0299692796610169,16,"ACTIVE","NONE",30,0,7,2,2,2,3,0,0,0,0,0,0
7128,0.0194745762711864,2,"PRE-CREATE","NONE",24,1,0,1,0,0,0,0,0,0,0,0,0
7129,0.0135423728813559,1,"ACTIVE","NONE",24,0,0,0,0,0,0,0,0,0,1,0,0
7130,0.0101525423728814,2,"ACTIVE","Regularly",21,0,0,0,0,0,0,1,1,0,0,0,0
7131,0.0364237288135593,2,"ACTIVE","Regularly",33,0,0,0,0,0,0,0,0,0,2,0,0
7132,0.0223135593220339,2,"ACTIVE","Regularly",26,0,0,0,0,2,0,0,0,0,0,0,0
